datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20160222,3116.88,85,264735,4,220001,22000105,903,2854.999163,2299,2403.270451,3014.167104,599,1700,,,,,,,0,0,1815182,3334978,-3334978,10.4,12.5,4.6,9.7,0,46.8,11.1,11.1,3.2,8.5,0, ,6.8,9.4,1.1,6.1,0,54.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160223,,,,,,,,,,,,,,,,,,,,0,0,1815182,3334978,-3334978,4.5,11.8,1,5.3,0,38.5,3.3,10.7,1,4.6,0, ,1.1,8.8,-4.6,1.7,0,49.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160224,5205.2,10,51948,2,220001,22000101,800,2328.212198,14913,923.4553023,2805.847214,3784,11129,60000,57750,55000,15900,10714.13793,6750,0,0,1815182,3334978,-3334978,4.7,17.8,4.1,10.6,0,30.7,2.6,16.1,-1.5,8.9,0, ,-3,14.6,-5.5,4.5,0,46.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160225,3123.12,51,158841,1,220001,22000105,702,2810.232098,12016,2602.9426,2974.037744,5304,6712,60000,57750,55000,15900,10714.13793,6750,0,0,1815182,3334978,-3334978,12.1,12.1,7.3,8.4,29.5,91.3,7,10.3,5.9,6.8,23.7, ,4.8,6.2,2.8,4.7,23.7,90.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160226,2782.78,54,150150,1,330101,33010101,801,2926.721041,11216,2719.141885,3540.089633,8380,2836,60000,57750,55000,15900,10714.13793,6750,0,0,1815182,3334978,-3334978,9.3,9.6,5.5,8.3,3.6,85.7,7.7,9.5,3.3,6.2,2.9, ,5.9,10.2,2.7,6.1,2.6,81.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160227,9320.67,3,27972,1,220001,22000101,800,2854.362959,15456,2562.798973,3062.013881,6429,9027,60000,57750,55000,15900,10746.78571,6750,0,0,1815182,3334978,-3334978,5.5,7.6,2.5,5.2,2.9,76.5,3.6,7.3,1,4.2,9, ,3,7,-2.2,3.4,2,72,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160228,2937.06,68,200200,3,350101,35010102,561,2740.580193,7139,2474.306331,3082.214583,4012,3127,60000,57750,55000,15900,10714.13793,6750,0,0,1815182,3334978,-3334978,2.6,9,1.5,4.8,0,81.8,0.3,8,1,6.1,0, ,-2.2,5.5,-2.4,1.7,0,90.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160229,2612.61,972,2535462,5,110001,11000104,800,2878.513257,4650,2638.957727,3159.974198,2512,2138,,,,,,,0,0,1815182,3334978,-3334978,4.7,11.3,2.3,7,0,83.5,6.4,11.8,1,6.9,0, ,3.2,12.7,2.8,6.1,0,82.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20160301,,,,,,,,,,,,,,,,,,,,100,1054,1940997,3596898,-3595844,8,12.2,6.9,9.4,0,76.4,6.7,9.9,5.9,8.3,0, ,5,12.7,2.5,7.2,0,79.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160302,3216.78,54,174174,1,350402,35040202,800,2687.217003,19431,2530.080503,2969.280636,12479,6952,60000,57750,55000,15900,10714.13793,6750,100,1054,1940997,3596898,-3595844,10.3,12.4,5,7.9,0,61.5,9.8,9.9,3.8,6.6,0, ,7.9,10.1,1,5.6,0,58.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160303,2467.53,918,2270268,6,240004,24000402,800,2682.881135,15415,2530.347749,2864.244675,8373,7042,60000,57750,55000,15900,10714.13793,6750,100,1054,1940997,3596898,-3595844,5,9.8,4.9,7.4,2,75.9,4,8.7,2.4,5.8,2, ,-0.6,9.6,-2.2,3.7,0,80.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160304,3293.29,68,223776,2,330101,33010102,800,2889.210642,13497,2381.841467,3327.953896,6259,7238,60000,57750,55000,15900,10714.13793,6750,100,1054,1940997,3596898,-3595844,7,11.1,1.5,7,2,51.2,5.5,9.5,1.8,6.3,2, ,3.6,8.5,1,4.6,0,53.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160305,3213.21,1,3206.79,1,250001,25000102,901,2769.67119,17869,2311.610708,3043.0094,6678,11191,60000,57750,55000,15900,10714.13793,6750,100,1054,1940997,3596898,-3595844,1.5,10.9,1,5.9,0,42.9,1.8,8.5,-1.4,4.2,0, ,-0.3,8.5,-4.8,1.2,0,51.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160306,6256.25,4,24975,1,330201,33020101,901,2755.003735,6800,2659.498727,2885.624791,3928,2872,60000,57750,55000,15900,10696.89655,6500,100,1054,1940997,3596898,-3595844,3.4,14.8,1,8,0,40.9,-1.3,11.5,-4,3.7,0, ,-4,12.2,-8.5,1.2,0,56,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160307,3326.67,2250,7492500,1,210001,21000103,800,2431.799926,13310,1664.774194,3100.654994,6200,7110,,,,,,,100,1054,1940997,3596898,-3595844,5.6,11.6,3.9,7.7,0,61.9,2.8,10.7,1,6.3,0, ,0.5,9.8,-2.7,5,0,60.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160308,,,,,,,,,,,,,,,,,,,,100,1054,1940997,3596898,-3595844,7.5,13.1,4.9,9.3,0,76.3,6.3,11.9,1.7,7.3,0, ,4,16.1,-2,6.9,0,73.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160309,3683.68,56,205794,4,110001,11000101,800,2466.420461,24616,2138.825752,2707.5993,10438,14178,60000,57200,52000,15900,10688.27586,6500,100,1054,1940997,3596898,-3595844,6.6,13.6,4.4,9.7,0,82.2,3,13.5,1,8.2,0, ,2.3,15.7,-1.1,9.2,0,77.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160310,2552.55,136,345863.79,4,320201,32020101,800,2337.504857,24953,1978.036232,2629.202882,11178,13775,60000,57200,52000,15900,10688.27586,6500,100,1054,1940997,3596898,-3595844,11.1,11.7,8.1,10.4,14.3,90.6,10.7,10.7,4.7,9,7.2, ,8.8,10.1,5.5,8.1,8.3,92.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20160311,2857.14,72,205794,2,220001,22000101,800,2656.792862,13212,2404.543931,3058.401666,8115,5097,60000,57200,52000,15900,10688.27586,6500,100,1054,1940997,3596898,-3595844,8.1,12.2,2.6,7.2,21,42.5,4.7,10.4,1,5.7,11, ,5.5,9.1,-1.5,4.5,16,49.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160312,1178.82,170,200200,2,210001,21000101,800,2335.396408,16638,1801.760025,2661.343928,6309,10329,59000,56800,52000,15900,10688.27586,6500,100,1054,1940997,3596898,-3595844,5.2,17.3,3.4,10,0,31.5,2.9,15.3,2.6,9.4,0, ,-1.4,14.4,-4.9,5,0,52.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160313,2332.33,486,1135134,3,210001,21000102,800,2433.099476,11937,2063.9356,2646.14054,4368,7569,59000,56200,52000,15900,10705.51724,6500,100,1054,1940997,3596898,-3595844,10.3,16.6,6.7,10.8,0,53.5,6.1,13,2.3,7.7,0, ,5.5,13.4,1,7.3,0,43.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160314,2612.61,54,140859,2,220001,22000101,800,2539.657392,5360,2295.945997,2698.006039,2111,3249,,,,,,,100,1054,1940997,3596898,-3595844,6.7,11.9,3.3,7.5,0,34.7,3,8.6,1,5,0, ,1,10.2,-2.4,5.3,0,41.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160315,,,,,,,,,,,,,,,,,,,,100,1054,1940997,3596898,-3595844,6.7,13.1,3.3,7.8,0,39.6,2.7,11.8,1,5.2,0, ,3.9,10,1,5.2,0,45.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160316,2332.33,972,2265732,13,380201,38020101,902,2404.314326,14784,2041.802733,2732.621423,7026,7758,59000,56200,52000,15900,10699.31034,6320,100,1054,1940997,3596898,-3595844,3.3,10.2,1.9,6.3,0,50.6,1,7.7,1,5.1,1.4, ,-0.2,9.9,-4.6,3.5,0,51.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160317,2612.61,18,46953,1,220001,22000101,800,2262.890666,8934,1446.763516,2539.908937,2264,6670,59000,56200,52000,15900,10699.31034,6320,100,1054,1940997,3596898,-3595844,6.3,17.6,4.7,9.9,0,49.3,6.5,14.1,-1.5,7.9,1.5, ,4.5,12.3,-1,6.9,0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160318,2497.5,180,450450,2,330101,33010101,138,2188.158529,29529,1847.269065,2486.834792,13790,15739,59000,56000,52000,15900,10699.31034,6320,100,1054,1940997,3596898,-3595844,10.6,19.1,6.6,12.5,0,45.1,4.7,17.4,2.3,10,0, ,7.3,17.8,-2,8.6,0,60.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160319,2182.18,918,1999998,6,250001,25000102,800,2288.76265,19976,1974.255138,2630.53865,10403,9573,59000,56000,52000,15900,10669.33333,6320,100,1054,1940997,3596898,-3595844,11.8,21.5,7.8,13.8,0,42,14.8,20.7,7.7,13.4,0, ,1.7,17.4,-1.6,7.8,0,56.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160320,2822.82,102,287712,4,220001,22000105,903,2244.619026,10284,1893.993505,2548.290884,4773,5511,59000,56000,52000,15900,10669.33333,6320,100,1054,1940997,3596898,-3595844,7.8,18.3,6.9,12.2,0,31.8,7.8,17.7,4.9,11,0, ,5.8,15.8,1.2,9.1,0,33.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160321,2527.47,612,1546452,4,240004,24000402,800,2405.747745,7943,2248.364508,2627.410916,4645,3298,,,,,,,100,1054,1940997,3596898,-3595844,10.7,24.1,9.7,16.4,0,40.6,5.4,21.6,5.1,12.7,0, ,4.6,21.6,4.2,13.6,0,38.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160322,,,,,,,,,,,,,,,,,,,,100,1054,1940997,3596898,-3595844,17.8,17.8,9,12.5,0,69.3,9.9,12.4,3.6,9.8,0, ,17,17.6,2.4,12.2,0,59.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160323,1761.76,918,1618380,1,110001,11000101,800,2278.786101,25636,1938.140845,2599.414644,12430,13206,59000,55000,48000,15900,10669.33333,6320,100,1054,1940997,3596898,-3595844,9,20.6,5.5,11.9,0,52.9,3.7,17.3,1.1,8.3,0, ,2.4,17.2,-2.1,7.7,0,62.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160324,2497.5,972,2432430,14,230003,23000301,800,2342.94238,15339,2116.234817,2634.409054,8628,6711,59000,55000,48000,15900,10669.33333,6320,100,1054,1940997,3596898,-3595844,10.9,14.9,5.7,10.8,0,58.2,4.3,13.1,2.9,7.8,0, ,3.1,16.8,-1.3,8.3,0,61.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160325,1388.61,6409,8898890,7,311201,31120103,471,1872.211126,43155,1395.143595,2189.67313,17243,25912,59000,55000,48000,15900,10669.33333,6320,100,1054,1940997,3596898,-3595844,9.5,18.8,5.8,12.7,0,56.6,4.2,15.8,1,9.4,0, ,3.4,20.2,-1.6,10.8,0,61.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160326,2707.29,918,2481516,6,350301,35030101,901,1957.88536,13931,1510.375149,2484.783518,7533,6398,59000,54600,48000,15900,10636,6320,100,1054,1940997,3596898,-3595844,13.2,19.3,11.3,15.1,1.1,68.1,7.7,19.8,5.1,12.7,0, ,6.9,21.8,3.3,12,1.5,74.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160327,2782.78,18,50050,1,350402,35040202,800,2321.969449,12093,1563.290123,2497.102753,2268,9825,59000,54600,48000,15900,10636,6320,100,1054,1940997,3596898,-3595844,15.3,17,8.7,13.2,2.3,92.9,14.2,14.8,7.2,11.2,2.5, ,12.9,14.8,5.6,11.5,3.3,94.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160328,1921.92,2376,4558437,20,250001,25000102,800,2352.919508,7761,2082.176236,2641.7604,4006,3755,,,,,,,100,1054,1940997,3596898,-3595844,8.7,10.6,7.1,8.8,3.4,66.8,7.3,9.5,4.5,7.4,3.5, ,5.6,10.5,1.9,6.3,4,71.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160329,,,,,,,,,,,,,,,,,,,,100,1054,1940997,3596898,-3595844,7.3,12,5.6,8.7,0,67.5,4.9,9.6,1,5.9,2, ,1.9,9.8,-2.1,5.4,0,77.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160330,2712.71,918,2482515,11,250003,25000301,800,2169.808063,29920,1636.892174,2451.651673,10350,19570,59000,54800,48000,15900,10636,6320,100,1054,1940997,3596898,-3595844,8.3,15.5,6.7,10.7,0,66.4,5,14.5,2.1,8.3,2, ,4.3,17.8,1,8.1,0,71.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160331,2592.59,102,263736,2,330101,33010102,800,2539.92589,32886,2304.679093,2773.575763,16387,16499,59000,54800,48000,15900,10636,6320,100,1054,1940997,3596898,-3595844,9.2,17.2,6.5,11.4,0,72,5.2,14.7,2.6,9.2,0, ,3.8,20.4,1.6,9.4,0,69.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20160401,2287.71,720,1648350,5,210001,21000102,800,2310.620043,13838,1906.634996,2576.458275,5492,8346,59000,54200,48000,15900,10636,6320,0,0,1250944,2289590,-2289590,9.8,16.1,7.1,12,0,71,6.9,15.2,6.2,9.7,1.5, ,7.1,18.4,4,9.8,1.3,69.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160402,2672.67,18,47952,1,320101,32010101,801,2367.774595,18665,1980.745398,2589.125048,6791,11874,59000,54200,48000,15900,10664.82759,6320,0,0,1250944,2289590,-2289590,7.3,19,5.3,12,0,46.5,7.5,17.5,1,9.8,1.5, ,3.9,16.7,1,8.4,1.5,63.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160403,2612.61,18,47047,1,220001,22000104,800,2382.017284,19926,1976.300722,2647.978041,7890,12036,59000,54200,48000,15900,10664.82759,6320,0,0,1250944,2289590,-2289590,11.8,21,9.6,15.1,0,26.6,12.7,18.6,6.1,13.5,0, ,3.2,18.7,1,11,0,39.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160404,2502.5,360,900900,7,310401,31040101,800,2402.505543,8584,1822.712071,2555.909944,1796,6788,,,,,,,0,0,1250944,2289590,-2289590,13.3,18.2,7.8,11.5,0,45.9,13,16,4.5,9.9,0, ,6.5,16,1,8.7,0,42.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160405,,,,,,,,,,,,,,,,,,,,0,0,1250944,2289590,-2289590,7.8,15.6,3.9,9.3,0,48.2,4.9,11.1,1,6.4,0, ,0.2,15,-4,5.6,0,54.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160406,2652.65,459,1213785,3,110008,11000801,138,2420.159828,17108,2136.752238,2796.8662,9763,7345,59000,54200,48000,15900,10636,6320,0,0,1250944,2289590,-2289590,7,19.4,4.8,12.3,0,34.7,1.9,15.5,1,10.6,0, ,1.2,17.1,-3.5,8,0,47.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160407,7157.15,8,57142.8,1,320101,32010101,680,2310.161388,26142,1881.827861,2550.095649,9386,16756,59000,54200,48000,15900,10636,6320,0,0,1250944,2289590,-2289590,12.8,21.3,9.8,15.7,0,30.4,6,17.3,5.6,11.7,0, ,6.3,12.8,1,5,0,54,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160408,4865.13,70,340659,2,250001,25000101,800,2138.401957,20160,1793.728801,2435.929433,9340,10820,59000,52800,48000,15900,10636,6320,0,0,1250944,2289590,-2289590,15.1,18.4,8.3,12,0,47.8,6.3,13.9,2.7,8.1,0, ,12.2,16.3,1.5,9,0,46.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160409,2762.76,119,329329,4,220001,22000105,903,2088.109721,21486,1389.922886,2442.641647,7236,14250,59000,52800,48000,15900,10587.41935,6320,0,0,1250944,2289590,-2289590,8.3,15.3,4.9,10,0,58.5,3,13.5,1,8.7,0, ,2,16.6,-2.4,7.5,0,62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160410,1938.06,486,944055,3,360301,36030102,800,2023.388112,19589,1338.394411,2565.719172,8656,10933,59000,52800,48000,15900,10541.875,6320,0,0,1250944,2289590,-2289590,10.2,12.9,9.3,10.8,0,55.4,7.9,12.2,4.7,8.8,0, ,6.7,14.2,4.5,8.5,0,56.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20160411,4444.44,270,1201200,15,310401,31040101,690,2178.344189,10238,1532.637247,2568.804594,3858,6380,,,,,,,0,0,1250944,2289590,-2289590,9.2,15.9,6.6,11.2,0,62.1,8.5,14.8,3.3,10.4,0, ,6.9,14.5,1.7,9,0,64.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160412,,,,,,,,,,,,,,,,,,,,0,0,1250944,2289590,-2289590,10.3,13.6,8.4,10.6,7.6,76.5,8.2,12.7,4,9.1,4.4, ,6.5,12.3,1.6,6.4,5,83.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160413,2377.62,618,1468530,3,311201,31120106,800,2183.39094,30127,1848.710872,2581.267281,16363,13764,59000,52800,48000,15900,10541.875,6320,0,0,1250944,2289590,-2289590,9.6,14.7,7.2,10.4,10,50.2,8.9,14.5,2.2,9.2,5, ,5,14.2,1,6.9,8.5,61.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160414,2672.67,54,143856,1,330201,33020102,800,2115.660204,28636,1644.298892,2366.150463,9937,18699,59000,52800,48000,15900,10541.875,6320,0,0,1250944,2289590,-2289590,8.4,24,6.6,15.4,0,29.4,2.2,23.1,1,12.7,0, ,1.1,21.9,-2.8,10.4,0,51.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160415,2327.67,90,209790,1,340101,34010102,800,1980.609194,18752,1375.721179,2345.362148,7054,11698,,,,,,,0,0,1250944,2289590,-2289590,14.6,21.6,11.9,15.1,0,44.3,7.5,20.8,7.5,14.9,0, ,4.3,21.5,1,11.6,0,56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160416,2472.47,17,42042,1,220001,22000105,702,2137.29146,20315,1748.907173,2461.517973,9243,11072,59000,54000,50000,15900,10604.375,6320,0,0,1250944,2289590,-2289590,12.6,14.2,11.5,12.5,0,69.5,11.3,13.6,9.7,11.4,0, ,9.2,17.4,3.1,10,0,69.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160417,2607.39,36,94094,2,371501,37150102,800,2216.496363,12599,1913.966576,2465.489191,5688,6911,59000,54000,50000,15900,10604.375,6320,0,0,1250944,2289590,-2289590,12,13.3,11,12.1,12.6,84.7,9.8,13.5,9.1,11.1,10, ,7.6,15.4,6.6,9.9,8.2,86.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160418,2592.59,68,175824,3,220001,22000105,903,2234.915943,9054,2038.41258,2576.405156,5747,3307,,,,,,,0,0,1250944,2289590,-2289590,11,16.7,10.3,13.2,16.9,78.9,9.2,16.2,6.4,11.2,17, ,8.9,17.2,5.8,11.2,12.5,78.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160419,,,,,,,,,,,,,,,,,,,,0,0,1250944,2289590,-2289590,11.6,13.9,10.2,11.9,9.9,85.4,7.9,12.6,6.1,10,13.3, ,6.5,13.2,4.2,8.7,10.1,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160420,2502.5,36,90090,1,330201,33020101,901,2308.677291,15292,2042.345433,2492.820687,6251,9041,59000,54000,50000,15900,10604.375,6320,0,0,1250944,2289590,-2289590,11.7,20.5,10.6,14.3,17.6,69.3,10.9,17.4,9.2,13,25.5, ,8.2,16,7.9,10.8,18,77.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20160421,2437.56,18,44044,1,320201,32020102,760,2231.912687,17936,1752.128879,2454.782784,5689,12247,59000,54000,50000,15900,10604.375,6320,0,0,1250944,2289590,-2289590,12.4,18.2,6.7,12.4,0,36.4,10.8,15.5,6,10.3,0, ,8.2,13.8,3.8,8.7,0,43.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20160422,2497.5,180,450450,1,340101,34010102,138,2512.000051,14866,2286.656881,3494.281817,12092,2774,59000,53000,45000,15900,10604.375,6320,0,0,1250944,2289590,-2289590,6.7,14.4,4.7,9,0,35.4,6,13,1,7.7,0, ,4.1,10.6,2.3,6.1,0,41.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20160423,6163.83,236,1457456,7,350101,35010102,561,2398.968772,10890,2156.033587,2854.80912,7104,3786,53000,50600,48000,15900,10635.625,6320,0,0,1250944,2289590,-2289590,6.3,16.2,4.8,10.3,0,39.2,6.4,14.7,3.2,8,0, ,4.5,13.6,2.6,7.8,0,41.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20160424,2612.61,18,47047,1,371501,37150102,800,2098.256754,23006,1404.683312,2515.076534,8636,14370,53000,50600,48000,15900,10659.6875,6320,0,0,1250944,2289590,-2289590,9.8,18.9,5.8,12.4,0,30.1,3.2,17.7,2.2,11.5,0, ,6.1,15.8,1,9.9,0,40.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20160425,3213.21,1,3206.79,1,250001,25000102,901,2479.485186,6805,1832.066327,2706.036836,1764,5041,,,,,,,0,0,1250944,2289590,-2289590,12.7,23.8,9.1,17.1,0,35.4,12,24.2,8.9,16.7,0, ,9,22.7,1,13.4,0,42.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20160426,,,,,,,,,,,,,,,,,,,,0,0,1250944,2289590,-2289590,16.8,18.2,9.5,13.2,0,60.6,12.8,15.1,5.7,11.1,0, ,12.6,16.2,4.2,10.7,0,64.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20160427,2107.89,972,2054052,3,311201,31120101,800,2353.107639,17662,2077.137813,2605.618684,8439,9223,50000,47800,47000,15900,10628.4375,6320,0,0,1250944,2289590,-2289590,9.5,19.5,7.5,12.3,0,65.4,5.7,17,3.8,9.6,1.4, ,4.5,17.8,1.5,8.7,0,73.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20160428,2222.22,342,760760,4,110008,11000803,138,2410.742737,20538,2244.287033,2795.507165,14336,6202,50000,48000,47000,15900,10628.4375,6320,0,0,1250944,2289590,-2289590,10.5,22.2,7.8,15.5,0,45.9,6.1,22.1,2.8,13.7,1.5, ,5.2,20.2,1,11.6,0,56.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
